epoch,train_loss,test_acc,test_f1_weighted
1,0.700868103598139,0.5148148148148148,0.349923028162637
2,0.6955500755991254,0.5148148148148148,0.349923028162637
3,0.6936163435428601,0.5148148148148148,0.349923028162637
